hour,schumann_amplitude,neural_coherence_baseline,cardiac_coherence_baseline,epithelial_coherence_baseline,mean_coherence_baseline,wavelength_peak_nm,grey_index_baseline,mean_coherence_night_shift,grey_index_night_shift,mean_coherence_jet_lag,grey_index_jet_lag,mean_coherence_recovery,grey_index_recovery
0.0,0.9919615242270664,0.6040497103790258,0.6081556365852976,0.6400113063866033,0.6174055511169756,588.8670007989444,0.3829996297079156,0.8848617303464184,0.1161107036333206,0.7064446123182826,0.2942036770015434,0.8848617303464184,0.1153813781485164
0.5,0.9693750353901464,0.5809363981245447,0.5647391968927453,0.6443555615422434,0.5966770521865111,592.598130606428,0.4049025719781202,0.8827437474444357,0.1210473505506796,0.7317637770193999,0.2707636216440104,0.8598711173700334,0.1410766571287454
1.0,0.9451471862576143,0.5890871220299816,0.6077649501818243,0.6461792206787166,0.6143437642968408,589.4181224265686,0.3885580490154106,0.8828557670299716,0.1241085849194317,0.7682847026341247,0.2363581986654775,0.8416342675242147,0.1601068204631362
1.5,0.920326741871203,0.6020005220808746,0.5974094804483134,0.6501058564975488,0.6165052863422457,589.0290484583958,0.3878232447382924,0.888360715955443,0.1220277586378484,0.7903857759056461,0.2165398738232148,0.828226507807217,0.1743706108411059
2.0,0.8960769515458673,0.5653169325055334,0.5978796301171878,0.636839771416606,0.6000121113464424,591.9978199576403,0.4057866678920399,0.8584413765790261,0.1554756935933313,0.7912696253413886,0.2180084214401830,0.785184771454167,0.2182944960889224
2.5,0.8736053133924944,0.5668571858137305,0.6323297152091516,0.6685357220636463,0.6225742076955095,587.9366426148083,0.3846598764309179,0.8790752280876287,0.1382865738157971,0.8214508471828595,0.1901236874194243,0.7916701020258671,0.2126703484499894
3.0,0.8540889008453117,0.6077176075781155,0.6516169894062337,0.6831457096694646,0.6474934355512713,583.4511816007712,0.3610484796410627,0.8648524875524212,0.1556481089091804,0.8266557954509705,0.1870112688567640,0.7793283647560413,0.2257967843593591
3.5,0.83860020976395,0.5990503787310266,0.6625595852043419,0.6880324427317569,0.6498808022223751,583.0214555999725,0.3597423643566960,0.8319312596228189,0.1911643401669519,0.8358324116466805,0.1795646548798333,0.7514713557553355,0.2543025441921072
4.0,0.8280384757729337,0.584725939600102,0.641901435184239,0.7157160003543773,0.6474477917129061,583.4593974916769,0.3629358757891715,0.8668059721324513,0.1581148298725351,0.8464157449033817,0.1701981230999426,0.7600700367401405,0.2461601637611061
4.5,0.8230710670577988,0.618047599619297,0.6688157524829758,0.7424178740698846,0.6764270753907192,578.2431264296705,0.334321020370602,0.847789247014446,0.1780061828127249,0.901095526705879,0.1161014265122350,0.7573728336708332,0.2490760237859596
5.0,0.8240889008453118,0.6134524255301722,0.6992227537733078,0.7877237180242106,0.7001329657758969,573.9760661603385,0.3105400998954310,0.8134812411917625,0.2121341164194244,0.8858766221375962,0.1312002829365284,0.749393923208999,0.2570099161937977
5.5,0.8311789065213016,0.6311083477070252,0.730688045777069,0.7691546993230429,0.7103170309357124,572.1429344315718,0.2998384898645722,0.8152007999912357,0.2091724499294474,0.8689284783927779,0.1473203548876776,0.7522547697389482,0.2538385427412226
6.0,0.8441154273188011,0.6648392454313207,0.7208375864100864,0.7862092932267578,0.7239620416893883,569.6868324959102,0.2852715635520384,0.8196779034769067,0.2024827491025172,0.8466964835304477,0.1680772848558349,0.7591739394350235,0.2463662237098324
6.5,0.862371192293859,0.6428513772811278,0.7462868204667237,0.7944330935684873,0.7278570971054462,568.9857225210196,0.2801225762032166,0.767128221006432,0.2520229949343589,0.9001245423478833,0.1126429349459772,0.7411490147510129,0.2636387892341848
7.0,0.8851471862576142,0.6689142152312856,0.7474522293528871,0.7716245756940191,0.7293303400927306,568.7205387833085,0.2771574404439721,0.7024088631626819,0.3131618101254045,0.9047509598036608,0.1056294890550635,0.7209469053841709,0.2829457629378507
7.5,0.9114194858128023,0.7152595348155713,0.7648987242837647,0.8225210939720621,0.7675597843571328,561.839238815716,0.2372996966812939,0.7319752535623913,0.2796875009298326,0.9338310205332845,0.0739441491281982,0.7573646455904202,0.2455510430326358
8.0,0.9400000000000001,0.7297433775933115,0.8236530313026474,0.8360574179412062,0.7964846089457218,556.63277038977,0.2067068804159803,0.7160361765553728,0.2916233979127124,0.8743759861456063,0.1307303968331171,0.7752786324017292,0.2266362612152920
8.5,0.9696071308223405,0.7797796612515148,0.8521248005714164,0.894467243084654,0.8421239016358616,548.4176977055449,0.1594433758836366,0.7509700720014542,0.2527913940453415,0.8685786034372205,0.1339290405939766,0.8200171769157703,0.1809231895959287
9.0,0.9989417145876975,0.7784269466080295,0.8398740119197015,0.8500758291585101,0.8227922625620804,551.8973927388255,0.1772607077662605,0.7056135283228152,0.2945136004652029,0.8844751150932915,0.1156096374320540,0.7966461528252828,0.2033856293717217
9.5,1.0267632638047868,0.7906369437990103,0.8761366751358226,0.8668964907480267,0.8445567032276199,547.9797934190284,0.1541400136910585,0.6728870966192861,0.3239850239855420,0.8354671795084897,0.1624475675613957,0.8093147084701173,0.1899033216810897
10.0,1.0519615242270663,0.869312975378431,0.876235721544638,0.8652168637605834,0.8702551868945507,543.3540663589808,0.1272750685838877,0.6582027569531995,0.3358698561950528,0.8437992744642485,0.1522491343012530,0.8302036563562082,0.1683144969308549
10.5,1.0736186926437503,0.855061531211839,0.8670014154755633,0.8455998226124666,0.855887589766623,545.9402338420078,0.1406838795479403,0.6472593633183107,0.3445121630366413,0.829582229986189,0.1649321209171123,0.8196334401416274,0.1783094414471106
11.0,1.0910582854123025,0.878629784707337,0.8958098419868613,0.8928564562903004,0.8890986943281662,539.96223502093,0.1067283716210240,0.5758050094246607,0.4141799488533958,0.7987261375258243,0.1945971679928800,0.8390093795374222,0.1584868600320920
11.5,1.103877561461155,0.8643086375281531,0.9256496052726796,0.8840120440185927,0.8913234289398084,539.5617827908345,0.1039714495373093,0.6416342898433355,0.3470734185017469,0.7959678092856949,0.1965039962776934,0.8545950386323237,0.1425818884539469
12.0,1.1119615242270664,0.8949969181906953,0.8980002084238725,0.8817317380955492,0.8915762882367056,539.516268117393,0.1033892963726678,0.5886495082871204,0.3992678947753759,0.795707661072783,0.1962372743022145,0.8505796066722735,0.1463997440933506
12.5,1.1154777783522394,0.9185167676462289,0.9312928731162802,0.8426777948054596,0.8974958118559896,538.4507538659219,0.0973280304206885,0.5703064141978321,0.4172708072661952,0.795796167088128,0.1959219805545569,0.8567559969444631,0.1401383084215437
13.0,1.1148528137423857,0.9008467771835862,0.8463218271242767,0.8819789346728547,0.8763825129935725,542.2511476611569,0.1184664566494765,0.6121234133105381,0.3755141138327794,0.7644472802523001,0.2273110711765783,0.8461092960193357,0.1508000857664937
13.5,1.1107315435410994,0.9359740354141993,0.9113269240308647,0.8171653795791026,0.8881554463413889,540.13201965855,0.1068599313983988,0.574414924665806,0.4136219819096844,0.7111811417429794,0.2808434626406808,0.8550874386431476,0.1419217880007250
14.0,1.1039230484541327,0.9179872262016239,0.8903228712414565,0.8465899556183911,0.8849666843538238,540.7059968163118,0.1103263277542367,0.6454802916363475,0.3432229374229976,0.7004213276978897,0.2920474916750071,0.8617432175752624,0.1354325896895738
14.5,1.0953364011952031,0.9226262000514204,0.8739236635583484,0.866860483997246,0.8878034492023383,540.1953791435791,0.1078446274483065,0.5996053702931837,0.3899500136683637,0.6929834894340704,0.3000534332069612,0.8620908438818666,0.1352980021085202
15.0,1.085911099154688,0.9118325164874443,0.8708382165743954,0.7901892734973862,0.8576200021864087,545.6283996064465,0.1384242826900622,0.6724471880542716,0.3180590956492583,0.6811327409757478,0.3125381148266055,0.8424200919931887,0.1552064789326938
15.5,1.0765469764936644,0.9533438795422103,0.8163146388859643,0.7845960572917554,0.8514181919066434,546.7447254568042,0.1450265997204262,0.606881305473174,0.3845861944317930,0.6431813111630832,0.3511303554402281,0.8329503151927552,0.1649165597834866
16.0,1.0680384757729338,0.9056146281864402,0.8369207765945579,0.7830513127140553,0.8418622391650178,548.4647969502968,0.1549525536857878,0.6689848721557873,0.3233706306861460,0.6649729537880632,0.3299307147732257,0.8298501230669055,0.1682387526435778
16.5,1.0610178337875131,0.8716493826733043,0.8321422514302349,0.7555936299840823,0.8197950880292072,552.4368841547428,0.1773294733191305,0.7147230474794616,0.2783758997565488,0.6296862079602933,0.3657130901970470,0.8130780572042375,0.1851966796047651
17.0,1.055911099154688,0.8937301188556424,0.8369603957495938,0.7189867313786773,0.8165590819946379,553.0193652409652,0.1807933892882453,0.6687413304240453,0.3249046006548744,0.6265207721711001,0.3692431818815130,0.8078649634011383,0.1905465193685916
17.5,1.0529099943240103,0.8351601842221493,0.7784574523999052,0.7357081164297142,0.7831085843505896,559.0404548168939,0.2143788554776371,0.7408298740752125,0.2531399815125317,0.6498834344576669,0.3460964692674958,0.7808207241065455,0.2176717397903906
18.0,1.0519615242270663,0.8441772719000951,0.753409056775144,0.6976956403131754,0.7650939896628048,562.2830818606951,0.2324362658156336,0.72565017442774,0.2684224387205123,0.6432408550017115,0.3528075537637901,0.7631301977370073,0.2353879555500558
18.5,1.0527759939637553,0.7796896153481206,0.7399648591283092,0.7135498367288929,0.7444014370684409,566.0077413276806,0.2530920470978797,0.7293833866086915,0.2646009753904778,0.6276176874920804,0.3683718871740325,0.7437135155308213,0.2547825749689710
19.0,1.0548528137423856,0.7700237071404851,0.7487291135210338,0.671611515315324,0.7301214453256143,568.5781398413894,0.2672785325183192,0.7321395494917141,0.2616203973337263,0.6486622469696885,0.3471777175806050,0.7302064959917758,0.2682334907100000
19.5,1.0582574188424774,0.7589200990527459,0.7234783303050929,0.6632884753523753,0.7152289682367381,571.6262454685486,0.2823406152748813,0.6930891571083528,0.3018527613826374,0.6210948316090469,0.3751929539471780,0.7151369990614723,0.2831073434682218
20.0,1.0626065920611565,0.7157726978940696,0.7125948891069285,0.6543289282543762,0.6942321717517914,574.9143565769617,0.3040427040567817,0.7154462478234395,0.2784049929785448,0.6279988226296065,0.3681869429614748,0.6963390891413597,0.3021726834574272
20.5,1.0675469764936645,0.7109026990226783,0.6908817685578685,0.6280283124555012,0.6766042600120160,577.8034579823256,0.3214619590795530,0.7153685617553344,0.2776048015977994,0.6296491665264009,0.3667427200613668,0.6806021975427453,0.3176897476753337
21.0,1.0726065920611566,0.6960050069898338,0.6616698834003289,0.6305267490625283,0.6627338798175637,580.3601764372681,0.3356236405573573,0.7428011891477408,0.2510254516649018,0.6307038668524754,0.3651849107313493,0.6697313023660688,0.3288573220888671
21.5,1.0773633267469337,0.6736131718001906,0.6530831165887386,0.6060892673048553,0.6442618518979282,583.0236272363453,0.3555152547884580,0.7319041543200785,0.2617624218282478,0.6248745367497558,0.3711505671448462,0.6543568649823082,0.3440117817748427
22.0,1.0814574188424775,0.6469289499344397,0.6299268100018618,0.5834701516819614,0.6201086372060876,587.8061335158626,0.3790566788299918,0.7177695988706264,0.2758451640793416,0.6174742447609505,0.3789427143049396,0.6330165765898399,0.3655720936095521
22.5,1.0845773224268793,0.6285437920124025,0.6093416785095726,0.5696716988820455,0.6025190564680069,591.6965887387988,0.3966572625718771,0.7177291226408793,0.2754892700753083,0.6188183764960093,0.3773944437413897,0.6168271890261447,0.3818894218034892
23.0,1.0864419027566965,0.6182344088696823,0.5990272965551673,0.5560574703063703,0.5911063919104067,593.7986529375786,0.4071889289072751,0.7175684736024617,0.2756065779867723,0.6143124600671688,0.3817636088197940,0.6063819777804558,0.3923646386249395
23.5,1.0869770777889558,0.6161451659024048,0.5959044337009424,0.5459499720001551,0.5860065238678342,594.7882856025908,0.4121586949680584,0.7069706696082174,0.2862254555621268,0.6180946680895186,0.3780841562044562,0.6012659555956780,0.3978202527748219
